Commodity,Component,Supplier,Cost,SupplierPerformanceRating,ComponentPerformanceRating
Mouse,50440,SpeSo Health,297,6,5
Mouse,50441,Spikes Cavell Analytic Inc,114,7,8
Mouse,50442,Splunk,188,9,3
Mouse,50443,Spokeo,87,6,3
Mouse,50444,SpotCrime,140,6,3
Mouse,50445,SpotHero.com,113,3,8
Mouse,50446,Stamen Design,251,3,1
Mouse,50447,Standard and Poor's,296,6,8
Mouse,50448,State Farm Insurance,239,7,8
Mouse,50449,Sterling Infosystems,151,6,1
Mouse,50450,Stevens Worldwide Van Lines,122,7,6
Mouse,50451,STILLWATER SUPERCOMPUTING INC,118,1,9
Mouse,50452,StockSmart,107,9,5
Mouse,50453,Stormpulse,47,4,5
Mouse,50454,StreamLink Software,15,4,9
Mouse,50455,"StreetCred Software, Inc",177,8,2
Mouse,50456,StreetEasy,228,3,6
Mouse,50457,Suddath,63,2,9
Mouse,50458,Symcat,88,5,4
Mouse,50459,Synthicity,227,1,2
Mouse,50460,T. Rowe Price,73,5,5
Mouse,50461,Tableau Software,33,3,9
Mouse,50462,TagniFi,31,1,7
Mouse,50463,Telenav,15,5,4
Mouse,50464,Tendril,76,5,1
Mouse,50465,Teradata,230,1,1
Mouse,50466,The Advisory Board Company,272,9,5
Mouse,50467,The Bridgespan Group,261,5,4
Mouse,50468,The DocGraph Journal,204,8,1
Mouse,50469,The Govtech Fund,239,2,2
Mouse,50470,The Schork Report,47,4,2
Mouse,50471,The Vanguard Group,281,6,2
Mouse,50472,Think Computer Corporation,111,7,1
Mouse,50473,Thinknum,269,8,4
Mouse,50474,Thomson Reuters,227,5,1
Mouse,50475,TopCoder,182,6,8
Mouse,50476,TowerData,61,9,7
Mouse,50477,TransparaGov,168,4,2
Mouse,50478,TransUnion,222,9,1
Mouse,50479,TrialTrove,88,6,6
Mouse,50480,TrialX,139,8,3
Mouse,50481,Trintech,79,9,8
Mouse,50482,TrueCar,148,6,4
Mouse,50483,Trulia,253,1,4
Mouse,50484,TrustedID,74,7,1
Mouse,50485,TuvaLabs,227,8,6
Mouse,50486,Uber,250,5,8
Mouse,50487,Unigo LLC,19,3,7
Mouse,50488,United Mayflower,80,9,6
Mouse,50489,Urban Airship,171,2,6
Mouse,50490,"Urban Mapping, Inc",96,9,8
Mouse,50491,US Green Data,145,5,3
Mouse,50492,U.S. News Schools,88,8,9
Mouse,50493,USAA Group,119,2,3
Mouse,50494,USSearch,110,5,6
Mouse,50495,Verdafero,260,6,2
Mouse,50496,Vimo,91,1,6
Mouse,50497,"VisualDoD, LLC",226,8,1
Mouse,50498,Vital Axiom | Niinja,216,3,8
Mouse,50499,VitalChek,244,5,3
Mouse,50500,Vitals,54,9,1
Mouse,50501,Vizzuality,252,1,2
Mouse,50502,Votizen,248,4,6
Mouse,50503,Walk Score,299,7,4
Mouse,50504,WaterSmart Software,272,7,9
Mouse,50505,WattzOn,120,3,1
Mouse,50506,Way Better Patents,110,1,8
Mouse,50507,Weather Channel,255,9,6
Mouse,50508,Weather Decision Technologies,112,6,6
Mouse,50509,Weather Underground,276,4,5
Mouse,50510,WebFilings,204,4,1
Mouse,50511,Webitects,241,5,3
Mouse,50512,WebMD,196,1,1
Mouse,50513,Weight Watchers,59,2,9
Mouse,50514,WeMakeItSafer,133,6,7
Mouse,50515,Wheaton World Wide Moving,278,3,1
Mouse,50516,Whitby Group,194,4,4
Mouse,50517,Wolfram Research,76,7,4
Mouse,50518,Wolters Kluwer,288,5,1
Mouse,50519,Workhands,232,1,1
Mouse,50520,Xatori,221,5,3
Mouse,50521,Xcential,219,8,4
Mouse,50522,xDayta,171,4,4
Mouse,50523,Xignite,80,8,2
Mouse,50524,Yahoo,221,1,9
Mouse,50525,Zebu Compliance Solutions,89,7,1
Mouse,50526,Yelp,70,1,8
Mouse,50527,YourMapper,23,4,9
Mouse,50528,Zillow,51,1,6
Mouse,50529,ZocDoc,221,3,1
Mouse,50530,Zonability,132,7,1
Mouse,50531,Zoner,50,1,7
Mouse,50532,Zurich Insurance (Risk Room),273,4,9
Graphic Card,20001,Samsung ,722,5,5
Graphic Card,20002,Intel,168,2,2
Graphic Card,20003,Western Digital ,354,6,3
Graphic Card,20004,"3 Round Stones, Inc.",775,9,5
Graphic Card,20005,48 Factoring Inc.,483,9,3
Graphic Card,20006,5PSolutions,139,3,1
Graphic Card,20007,Abt Associates,485,1,7
Graphic Card,20008,Accela,572,9,3
Graphic Card,20009,Accenture,656,2,9
Graphic Card,20010,AccuWeather,122,9,8
Graphic Card,20011,Acxiom,668,3,7
Graphic Card,20012,Adaptive,662,1,1
Graphic Card,20013,Adobe Digital Government,750,3,4
Graphic Card,20014,Aidin,680,2,1
Graphic Card,20015,Alarm.com,586,3,5
Graphic Card,20016,Allianz,184,9,9
Graphic Card,20017,Allied Van Lines,607,2,1
Graphic Card,20018,AllState Insurance Group,149,8,3
Graphic Card,20019,Alltuition,285,4,2
Graphic Card,20020,Altova,482,9,9
Graphic Card,20021,Amazon Web Services,299,2,8
Graphic Card,20022,American Red Ball Movers,712,1,3
Graphic Card,20023,Amida Technology Solutions,622,7,5
Graphic Card,20024,Analytica,50,5,7
Graphic Card,20025,Apextech LLC,789,5,4
Graphic Card,20026,Appallicious,643,9,6
Graphic Card,20027,Aquicore,616,7,3
Graphic Card,20028,Archimedes Inc.,158,2,7
Graphic Card,20029,AreaVibes Inc.,280,3,5
Graphic Card,20030,Arpin Van Lines,141,7,5
Graphic Card,20031,Arrive Labs,193,8,9
Graphic Card,20032,ASC Partners,447,5,8
Graphic Card,20033,Asset4,505,5,9
Graphic Card,20034,Atlas Van Lines,443,9,8
Graphic Card,20035,AtSite,670,6,4
Graphic Card,20036,"Aunt Bertha, Inc.",545,7,8
Graphic Card,20037,Aureus Sciences (*Now part of Elsevier),341,4,8
Graphic Card,20038,AutoGrid Systems,467,1,2
Graphic Card,20039,Avalara,418,5,9
Graphic Card,20040,Avvo,536,5,4
Graphic Card,20041,Ayasdi,513,4,2
Graphic Card,20042,Azavea,796,4,1
Graphic Card,20043,BaleFire Global,163,4,4
Graphic Card,20044,Barchart,699,5,7
Graphic Card,20045,Be Informed,28,9,5
Graphic Card,20046,Bekins,47,6,4
Graphic Card,20047,Berkery Noyes MandASoft,149,4,9
Graphic Card,20048,Berkshire Hathaway,661,1,6
Graphic Card,20049,BetterLesson,575,2,3
Graphic Card,20050,BillGuard,500,7,7
Graphic Card,20051,Bing,543,2,2
Graphic Card,20052,Biovia,209,4,5
Graphic Card,20053,BizVizz,353,3,4
Graphic Card,20054,BlackRock,202,2,7
Graphic Card,20055,Bloomberg,627,6,3
Graphic Card,20056,Booz Allen Hamilton,308,6,6
Graphic Card,20057,Boston Consulting Group,735,2,3
Graphic Card,20058,Boundless,37,8,6
Graphic Card,20059,Bridgewater,324,7,3
Graphic Card,20060,Brightscope,667,3,4
Graphic Card,20061,BuildFax,524,1,8
Graphic Card,20062,Buildingeye,391,7,7
Graphic Card,20063,BuildZoom,572,6,6
Graphic Card,20064,Business and Legal Resources,386,9,7
Graphic Card,20065,Business Monitor International,344,2,3
Graphic Card,20066,"Calcbench, Inc.",705,1,7
Graphic Card,20067,Cambridge Information Group,91,7,2
Graphic Card,20068,Cambridge Semantics,785,1,4
Graphic Card,20069,CAN Capital,784,4,9
Graphic Card,20070,Canon,188,3,9
Graphic Card,20071,Capital Cube,498,2,4
Graphic Card,20072,Cappex,229,3,6
Graphic Card,20073,Captricity,276,9,1
Graphic Card,20074,CareSet Systems,582,5,2
Graphic Card,20075,Careset.com,108,2,3
Graphic Card,20076,CARFAX,145,8,6
Graphic Card,20077,Caspio,111,8,4
Graphic Card,20078,Castle Biosciences,682,7,3
Graphic Card,20079,CB Insights,55,3,5
Graphic Card,20080,Ceiba Solutions,44,7,7
Graphic Card,20081,Center for Responsive Politics,563,1,8
Graphic Card,20082,Cerner,151,3,3
Graphic Card,20083,Certara,124,2,1
Graphic Card,20084,CGI,511,5,9
Graphic Card,20085,Charles River Associates,38,2,7
Graphic Card,20086,Charles Schwab Corp.,80,5,8
Graphic Card,20087,Chemical Abstracts Service,20,9,2
Graphic Card,20088,Child Care Desk,364,7,6
Graphic Card,20089,Chubb,670,8,2
Graphic Card,20090,Citigroup,81,5,2
Graphic Card,20091,CityScan,83,8,4
Graphic Card,20092,CitySourced,595,9,4
Graphic Card,20093,Civic Impulse LLC,260,3,5
Graphic Card,20094,Civic Insight,321,4,5
Graphic Card,20095,Civinomics,272,1,3
Graphic Card,20096,Civis Analytics,83,9,1
Graphic Card,20097,Clean Power Finance,176,4,6
Graphic Card,20098,ClearHealthCosts,378,9,9
Graphic Card,20099,ClearStory Data,605,4,4
Graphic Card,20100,Climate Corporation,370,7,2
Graphic Card,20101,CliniCast,245,5,7
Graphic Card,20102,Cloudmade,768,1,1
Graphic Card,20103,Cloudspyre,435,7,7
Graphic Card,20104,Code for America,106,1,7
Graphic Card,20105,Code-N,368,1,2
Graphic Card,20106,Collective IP,195,4,2
Graphic Card,20107,"College Abacus, an ECMC initiative",653,8,1
Graphic Card,20108,College Board,608,7,3
Graphic Card,20109,Compared Care,799,5,1
Graphic Card,20110,Compendia Bioscience Life Technologies,123,1,3
Graphic Card,20111,Compliance and Risks,216,5,9
Graphic Card,20112,Computer Packages Inc,786,3,3
Graphic Card,20113,CONNECT-DOT LLC.,74,2,4
Graphic Card,20114,ConnectEDU,319,8,7
Graphic Card,20115,Connotate,450,7,2
Graphic Card,20116,Construction Monitor LLC,115,7,5
Graphic Card,20117,Consumer Reports,293,9,4
Graphic Card,20118,CoolClimate,538,5,7
Graphic Card,20119,Copyright Clearance Center,157,9,9
Graphic Card,20120,CoreLogic,739,3,8
Graphic Card,20121,CostQuest,386,6,3
Graphic Card,20122,Credit Karma,292,8,8
Graphic Card,20123,Credit Sesame,668,3,4
Graphic Card,20124,CrowdANALYTIX,741,3,1
Graphic Card,20125,Dabo Health,655,6,4
Graphic Card,20126,DataLogix,303,8,1
Graphic Card,20127,DataMade,428,1,1
Graphic Card,20128,DataMarket,230,4,5
Graphic Card,20129,Datamyne,624,9,6
Graphic Card,20130,DataWeave,551,5,5
Graphic Card,20131,Deloitte,486,1,4
Graphic Card,20132,DemystData,523,6,4
Graphic Card,20133,Department of Better Technology,286,1,1
Graphic Card,20134,Development Seed,430,1,8
Graphic Card,20135,"Docket Alarm, Inc.",600,4,1
Graphic Card,20136,Dow Jones & Co.,140,2,4
Graphic Card,20137,Dun & Bradstreet,787,8,6
Graphic Card,20138,Earth Networks,543,6,1
Graphic Card,20139,EarthObserver App,264,8,2
Graphic Card,20140,Earthquake Alert!,628,7,4
Graphic Card,20141,Eat Shop Sleep,457,5,8
Graphic Card,20142,Ecodesk,763,8,2
Graphic Card,20143,eInstitutional,531,2,6
Graphic Card,20144,Embark,604,2,5
Graphic Card,20145,EMC,94,3,6
Graphic Card,20146,"Energy Points, Inc.",438,6,8
Graphic Card,20147,Energy Solutions Forum,627,1,5
Graphic Card,20148,Enervee Corporation,68,1,2
Graphic Card,20149,Enigma.io,423,6,1
Graphic Card,20150,Ensco,340,2,8
Graphic Card,20151,Environmental Data Resources,767,7,5
Graphic Card,20152,Epsilon,161,8,9
Graphic Card,20153,Equal Pay for Women,399,7,5
Graphic Card,20154,Equifax,142,1,5
Graphic Card,20155,Equilar,514,3,9
Graphic Card,20156,Ernst & Young LLP,242,5,3
Graphic Card,20157,eScholar LLC.,48,1,6
Graphic Card,20158,Esri,447,9,4
Graphic Card,20159,Estately,193,2,8
Graphic Card,20160,Everyday Health,564,6,2
Graphic Card,20161,Evidera,738,5,7
Graphic Card,20162,Experian,419,9,9
Graphic Card,20163,"Expert Health Data Programming, Inc.",628,9,5
Graphic Card,20164,Exversion,251,8,4
Graphic Card,20165,Ez-XBRL,264,7,4
Graphic Card,20166,Factset,789,1,3
Graphic Card,20167,Factual,273,8,1
Graphic Card,20168,Farmers,396,7,8
Graphic Card,20169,FarmLogs,286,9,3
Graphic Card,20170,Fastcase,705,7,1
Graphic Card,20171,Fidelity Investments,432,7,5
Graphic Card,20172,FindTheBest.com,101,9,2
Graphic Card,20173,First Fuel Software,305,2,7
Graphic Card,20174,"FirstPoint, Inc.",505,3,1
Graphic Card,20175,Fitch,177,9,6
Graphic Card,20176,FlightAware,566,7,9
Graphic Card,20177,FlightStats,144,3,7
Graphic Card,20178,FlightView,557,1,8
Graphic Card,20179,Food+Tech Connect,117,2,2
Graphic Card,20180,Forrester Research,617,2,3
Graphic Card,20181,Foursquare,180,4,4
Graphic Card,20182,Fujitsu,558,2,5
Graphic Card,20183,Funding Circle,708,9,4
Graphic Card,20184,FutureAdvisor,632,1,1
Graphic Card,20185,"Fuzion Apps, Inc.",165,7,1
Graphic Card,20186,Gallup,759,9,1
Graphic Card,20187,Galorath Incorporated,714,7,1
Graphic Card,20188,Garmin,16,7,8
Graphic Card,20189,Genability,414,4,2
Graphic Card,20190,GenoSpace,666,6,5
Graphic Card,20191,Geofeedia,200,5,3
Graphic Card,20192,Geolytics,320,8,4
Graphic Card,20193,Geoscape,675,1,1
Graphic Card,20194,GetRaised,105,3,9
Graphic Card,20195,GitHub,565,1,4
Graphic Card,20196,Glassy Media,593,4,8
Graphic Card,20197,Golden Helix,738,2,4
Graphic Card,20198,GoodGuide,481,9,7
Graphic Card,20199,Google Maps,762,5,2
Graphic Card,20200,Google Public Data Explorer,590,3,1
Graphic Card,20201,Government Transaction Services,69,4,1
Graphic Card,20202,Govini,87,9,1
Graphic Card,20203,GovTribe,185,2,4
Graphic Card,20204,"Govzilla, Inc.",601,3,5
Graphic Card,20205,gRadiant Research LLC,211,5,8
Graphic Card,20206,Graebel Van Lines,776,8,9
Graphic Card,20207,"Graematter, Inc.",292,7,3
Graphic Card,20208,Granicus,470,9,4
Graphic Card,20209,GreatSchools,310,5,6
Graphic Card,20210,GuideStar,51,7,5
Graphic Card,20211,H3 Biomedicine,484,6,7
Graphic Card,20212,Harris Corporation,381,3,7
Graphic Card,20213,"HDScores, Inc",257,4,7
Graphic Card,20214,Headlight,442,7,5
Graphic Card,20215,Healthgrades,204,7,9
Graphic Card,20216,Healthline,245,2,7
Graphic Card,20217,HealthMap,311,8,7
Graphic Card,20218,"HealthPocket, Inc.",576,6,1
Graphic Card,20219,HelloWallet,635,8,5
Graphic Card,20220,HERE,773,5,1
Graphic Card,20221,Honest Buildings,56,1,6
Graphic Card,20222,HopStop,171,7,6
Graphic Card,20223,Housefax,676,8,8
Graphic Card,20224,How's My Offer?,118,8,4
Graphic Card,20225,IBM,253,3,3
Graphic Card,20226,ideas42,572,8,1
Graphic Card,20227,iFactor Consulting,413,1,4
Graphic Card,20228,IFI CLAIMS Patent Services,633,5,5
Graphic Card,20229,iMedicare,496,9,2
Graphic Card,20230,Impact Forecasting (Aon),696,6,8
Graphic Card,20231,Impaq International,400,6,5
Graphic Card,20232,Import.io,527,4,3
Graphic Card,20233,IMS Health,384,5,3
Graphic Card,20234,InCadence,658,7,8
Graphic Card,20235,indoo.rs,509,7,1
Graphic Card,20236,InfoCommerce Group,75,1,6
Graphic Card,20237,Informatica,703,9,5
Graphic Card,20238,InnoCentive,325,3,7
Graphic Card,20239,Innography,368,7,1
Graphic Card,20240,Innovest Systems,542,2,6
Graphic Card,20241,Inovalon,39,8,7
Graphic Card,20242,Inrix Traffic,531,3,2
Graphic Card,20243,Intelius,199,2,8
Graphic Card,20244,Intermap Technologies,583,7,2
Graphic Card,20245,Investormill,713,7,8
Graphic Card,20246,Iodine,272,7,2
Graphic Card,20247,IPHIX,206,1,4
Graphic Card,20248,iRecycle,287,8,8
Graphic Card,20249,iTriage,368,7,9
Graphic Card,20250,IVES Group Inc,573,2,3
Graphic Card,20251,IW Financial,76,9,3
Graphic Card,20252,JJ Keller,42,6,2
Graphic Card,20253,J.P. Morgan Chase,11,8,2
Graphic Card,20254,"Junar, Inc.",522,9,8
Graphic Card,20255,Junyo,193,3,5
Graphic Card,20256,Jurispect,526,8,4
Graphic Card,20257,Kaiser Permanante,588,3,4
Graphic Card,20258,karmadata,342,4,4
Graphic Card,20259,Keychain Logistics Corp.,242,4,2
Graphic Card,20260,"KidAdmit, Inc.",794,2,5
Graphic Card,20261,Kimono Labs,451,8,1
Graphic Card,20262,KLD Research,642,5,4
Graphic Card,20263,Knoema,552,1,5
Graphic Card,20264,Knowledge Agency,101,9,3
Graphic Card,20265,KPMG,183,4,7
Graphic Card,20266,Kroll Bond Ratings Agency,424,5,3
Graphic Card,20267,Kyruus,362,2,5
Graphic Card,20268,Lawdragon,759,5,4
Graphic Card,20269,Legal Science Partners,540,8,7
Graphic Card,20270,(Leg)Cyte,236,6,9
Graphic Card,20271,"LegiNation, Inc.",394,2,3
Graphic Card,20272,LegiStorm,272,8,7
Graphic Card,20273,Lenddo,355,6,3
Graphic Card,20274,Lending Club,96,2,6
Graphic Card,20275,Level One Technologies,551,1,7
Graphic Card,20276,LexisNexis,739,2,9
Graphic Card,20277,Liberty Mutual Insurance Cos.,442,7,5
Graphic Card,20278,Lilly Open Innovation Drug Discovery,302,7,5
Graphic Card,20279,Liquid Robotics,473,6,4
Graphic Card,20280,Locavore,395,9,9
Graphic Card,20281,"LOGIXDATA, LLC",198,7,6
Graphic Card,20282,LoopNet,94,3,3
Graphic Card,20283,"Loqate, Inc.",274,7,9
Graphic Card,20284,LoseIt.com,721,2,3
Graphic Card,20285,LOVELAND Technologies,659,9,7
Graphic Card,20286,Lucid,503,3,8
Graphic Card,20287,"Lumesis, Inc.",607,9,6
Graphic Card,20288,Mango Transit,686,6,9
Graphic Card,20289,Mapbox,677,1,4
Graphic Card,20290,Maponics,155,7,1
Graphic Card,20291,MapQuest,347,3,9
Graphic Card,20292,"Marinexplore, Inc.",10,8,4
Graphic Card,20293,MarketSense,277,9,7
Graphic Card,20294,Marlin & Associates,257,2,3
Graphic Card,20295,Marlin Alter and Associates,268,6,3
Graphic Card,20296,McGraw Hill Financial,148,9,3
Graphic Card,20297,McKinsey,14,2,9
Graphic Card,20298,MedWatcher,700,7,8
Graphic Card,20299,Mercaris,410,4,5
Graphic Card,20300,Merrill Corp.,777,9,9
Graphic Card,20301,Merrill Lynch,65,4,1
Graphic Card,20302,MetLife,571,7,3
Graphic Card,20303,mHealthCoach,669,1,7
Graphic Card,20304,MicroBilt Corporation,291,9,6
Graphic Card,20305,Microsoft Windows Azure Marketplace,115,6,4
Graphic Card,20306,Mint,134,8,4
Graphic Card,20307,Moody's,293,5,8
Graphic Card,20308,Morgan Stanley,669,1,4
Graphic Card,20309,"Morningstar, Inc.",589,8,6
Graphic Card,20310,Mozio,384,6,9
Graphic Card,20311,MuckRock.com,764,4,7
Graphic Card,20312,Munetrix,446,2,8
Graphic Card,20313,Municode,668,9,2
Graphic Card,20314,National Van Lines,224,4,5
Graphic Card,20315,Nationwide Mutual Insurance Company,101,6,1
Graphic Card,20316,Nautilytics,594,8,8
Graphic Card,20317,Navico,539,3,5
Graphic Card,20318,NERA Economic Consulting,370,4,9
Graphic Card,20319,NerdWallet,586,5,4
Graphic Card,20320,New Media Parents,13,1,1
Graphic Card,20321,Next Step Living,57,8,1
Graphic Card,20322,NextBus,326,7,9
Graphic Card,20323,nGAP Incorporated,753,5,6
Graphic Card,20324,Nielsen,352,7,1
Graphic Card,20325,Noesis,500,8,5
Graphic Card,20326,NonprofitMetrics,625,1,4
Graphic Card,20327,North American Van Lines,48,2,3
Graphic Card,20328,Noveda Technologies,418,6,7
Graphic Card,20329,NuCivic,284,5,3
Graphic Card,20330,Numedii,392,8,2
Graphic Card,20331,Oliver Wyman,441,5,8
Graphic Card,20332,OnDeck,98,1,9
Graphic Card,20333,OnStar,434,2,5
Graphic Card,20334,"Ontodia, Inc",651,1,7
Graphic Card,20335,Onvia,389,8,3
Graphic Card,20336,Open Data Nation,140,7,6
Graphic Card,20337,OpenCounter,656,4,1
Graphic Card,20338,OpenGov,505,6,8
Graphic Card,20339,OpenPlans,582,4,4
Graphic Card,20340,"OpportunitySpace, Inc.",277,3,5
Graphic Card,20341,Optensity,117,5,3
Graphic Card,20342,optiGov,18,5,8
Graphic Card,20343,OptumInsight,219,2,9
Graphic Card,20344,Orlin Research,738,9,7
Graphic Card,20345,OSIsoft,398,1,6
Graphic Card,20346,OTC Markets,388,7,2
Graphic Card,20347,Outline,699,2,3
Graphic Card,20348,Oversight Systems,280,2,5
Graphic Card,20349,Overture Technologies,69,8,5
Graphic Card,20350,Owler,155,2,5
Graphic Card,20351,Palantir Technologies,599,9,5
Graphic Card,20352,Panjiva,382,1,9
Graphic Card,20353,Parsons Brinckerhoff,481,7,9
Graphic Card,20354,Patently-O,176,5,7
Graphic Card,20355,PatientsLikeMe,283,3,5
Graphic Card,20356,Pave,668,5,3
Graphic Card,20357,Paxata,398,9,2
Graphic Card,20358,"PayScale, Inc.",58,8,1
Graphic Card,20359,PeerJ,468,7,3
Graphic Card,20360,People Power,353,4,2
Graphic Card,20361,Persint,395,3,6
Graphic Card,20362,Personal Democracy Media,199,4,5
Graphic Card,20363,"Personal, Inc.",81,7,7
Graphic Card,20364,Personalis,584,2,6
Graphic Card,20365,Peterson's,367,8,2
Graphic Card,20366,PEV4me.com,561,1,8
Graphic Card,20367,PIXIA Corp,717,8,8
Graphic Card,20368,PlaceILive.com,464,5,8
Graphic Card,20369,PlanetEcosystems,22,1,6
Graphic Card,20370,PlotWatt,557,1,4
Graphic Card,20371,Plus-U,655,3,2
Graphic Card,20372,PolicyMap,510,4,2
Graphic Card,20373,Politify,701,4,8
Graphic Card,20374,Poncho App,437,1,1
Graphic Card,20375,POPVOX,80,2,1
Graphic Card,20376,Porch,585,8,9
Graphic Card,20377,PossibilityU,229,3,3
Graphic Card,20378,PowerAdvocate,49,9,4
Graphic Card,20379,Practice Fusion,673,1,5
Graphic Card,20380,Predilytics,323,9,5
Graphic Card,20381,PricewaterhouseCoopers (PWC),528,4,4
Graphic Card,20382,ProgrammableWeb,764,5,5
Graphic Card,20383,Progressive Insurance Group,656,6,3
Graphic Card,20384,Propeller Health,744,6,5
Graphic Card,20385,ProPublica,609,4,5
Graphic Card,20386,PublicEngines,386,9,6
Graphic Card,20387,PYA Analytics,507,5,1
Graphic Card,20388,"Qado Energy, Inc.",538,6,3
Graphic Card,20389,Quandl,62,3,8
Graphic Card,20390,Quertle,637,5,6
Graphic Card,20391,Quid,144,6,2
Graphic Card,20392,R R Donnelley,652,1,7
Graphic Card,20393,RAND Corporation,484,7,4
Graphic Card,20394,Rand McNally,21,7,6
Graphic Card,20395,Rank and Filed,447,2,2
Graphic Card,20396,Ranku,28,5,5
Graphic Card,20397,Rapid Cycle Solutions,122,5,7
Graphic Card,20398,realtor.com,451,2,7
Graphic Card,20399,Recargo,658,8,2
Graphic Card,20400,ReciPal,131,9,4
Graphic Card,20401,Redfin,122,7,2
Graphic Card,20402,RedLaser,132,4,5
Graphic Card,20403,Reed Elsevier,554,4,8
Graphic Card,20404,REI Systems,658,7,9
Graphic Card,20405,Relationship Science,716,9,3
Graphic Card,20406,Remi,138,1,3
Graphic Card,20407,Retroficiency,561,4,8
Graphic Card,20408,Revaluate,480,9,3
Graphic Card,20409,Revelstone,449,8,1
Graphic Card,20410,Rezolve Group,571,6,7
Graphic Card,20411,Rivet Software,323,2,4
Graphic Card,20412,Roadify Transit,64,5,2
Graphic Card,20413,Robinson + Yu,434,3,7
Graphic Card,20414,Russell Investments,528,4,2
Graphic Card,20415,Sage Bionetworks,284,3,1
Graphic Card,20416,SAP,97,8,5
Graphic Card,20417,SAS,350,7,9
Graphic Card,20418,Scale Unlimited,88,4,5
Graphic Card,20419,Science Exchange,639,7,1
Graphic Card,20420,Seabourne,549,1,7
Graphic Card,20421,SeeClickFix,152,3,3
Graphic Card,20422,SigFig,248,6,9
Graphic Card,20423,Simple Energy,58,6,1
Graphic Card,20424,SimpleTuition,354,3,6
Graphic Card,20425,SlashDB,381,7,3
Graphic Card,20426,Smart Utility Systems,168,1,8
Graphic Card,20427,SmartAsset,271,7,3
Graphic Card,20428,SmartProcure,509,5,9
Graphic Card,20429,Smartronix,39,8,2
Graphic Card,20430,SnapSense,194,5,5
Graphic Card,20431,Social Explorer,185,8,3
Graphic Card,20432,Social Health Insights,589,8,9
Graphic Card,20433,SocialEffort Inc,547,3,6
Graphic Card,20434,Socrata,652,6,4
Graphic Card,20435,Solar Census,462,9,9
Graphic Card,20436,SolarList,798,2,2
Graphic Card,20437,Sophic Systems Alliance,678,7,1
Graphic Card,20438,S&P Capital IQ,523,5,5
Graphic Card,20439,SpaceCurve,530,9,7
Graphic Card,20440,SpeSo Health,673,9,5
Graphic Card,20441,Spikes Cavell Analytic Inc,565,6,2
Graphic Card,20442,Splunk,602,2,5
Graphic Card,20443,Spokeo,231,5,2
Graphic Card,20444,SpotCrime,277,6,5
Graphic Card,20445,SpotHero.com,207,5,1
Graphic Card,20446,Stamen Design,273,4,5
Graphic Card,20447,Standard and Poor's,628,3,3
Graphic Card,20448,State Farm Insurance,78,2,1
Graphic Card,20449,Sterling Infosystems,357,1,9
Graphic Card,20450,Stevens Worldwide Van Lines,359,1,6
Graphic Card,20451,STILLWATER SUPERCOMPUTING INC,225,8,9
Graphic Card,20452,StockSmart,169,9,2
Graphic Card,20453,Stormpulse,635,1,9
Graphic Card,20454,StreamLink Software,507,2,2
Graphic Card,20455,"StreetCred Software, Inc",226,6,4
Graphic Card,20456,StreetEasy,541,9,5
Graphic Card,20457,Suddath,376,8,6
Graphic Card,20458,Symcat,32,2,3
Graphic Card,20459,Synthicity,108,3,9
Graphic Card,20460,T. Rowe Price,225,6,7
Graphic Card,20461,Tableau Software,485,1,7
Graphic Card,20462,TagniFi,769,1,1
Graphic Card,20463,Telenav,23,2,6
Graphic Card,20464,Tendril,456,6,9
Graphic Card,20465,Teradata,685,7,6
Graphic Card,20466,The Advisory Board Company,13,3,1
Graphic Card,20467,The Bridgespan Group,532,2,2
Graphic Card,20468,The DocGraph Journal,31,9,4
Graphic Card,20469,The Govtech Fund,143,8,7
Graphic Card,20470,The Schork Report,333,5,3
Graphic Card,20471,The Vanguard Group,81,6,8
Graphic Card,20472,Think Computer Corporation,298,4,8
Graphic Card,20473,Thinknum,107,5,1
Graphic Card,20474,Thomson Reuters,57,8,5
Graphic Card,20475,TopCoder,686,5,4
Graphic Card,20476,TowerData,502,1,7
Graphic Card,20477,TransparaGov,577,3,1
Graphic Card,20478,TransUnion,155,2,6
Graphic Card,20479,TrialTrove,610,7,5
Graphic Card,20480,TrialX,521,4,4
Graphic Card,20481,Trintech,684,8,9
Graphic Card,20482,TrueCar,313,8,7
Graphic Card,20483,Trulia,747,3,5
Graphic Card,20484,TrustedID,453,3,8
Graphic Card,20485,TuvaLabs,698,6,8
Graphic Card,20486,Uber,28,7,3
Graphic Card,20487,Unigo LLC,578,2,1
Graphic Card,20488,United Mayflower,649,5,1
Graphic Card,20489,Urban Airship,484,8,3
Graphic Card,20490,"Urban Mapping, Inc",771,2,4
Graphic Card,20491,US Green Data,643,7,8
Graphic Card,20492,U.S. News Schools,228,8,3
Graphic Card,20493,USAA Group,648,6,3
Graphic Card,20494,USSearch,572,7,5
Graphic Card,20495,Verdafero,126,5,6
Graphic Card,20496,Vimo,98,5,3
Graphic Card,20497,"VisualDoD, LLC",87,7,4
Graphic Card,20498,Vital Axiom | Niinja,451,3,9
Graphic Card,20499,VitalChek,10,5,4
Graphic Card,20500,Vitals,129,9,9
Graphic Card,20501,Vizzuality,337,8,6
Graphic Card,20502,Votizen,512,2,3
Graphic Card,20503,Walk Score,483,9,8
Graphic Card,20504,WaterSmart Software,383,9,9
Graphic Card,20505,WattzOn,182,7,8
Graphic Card,20506,Way Better Patents,612,8,8
